#Bin     	state   	CS(bin)
chr4_111 	Heterochromatin	2.04465
chr4_112 	Heterochromatin	2.29091
chr4_113 	Heterochromatin	2.57929
chr4_114 	Heterochromatin	2.72859
chr4_115 	Heterochromatin	2.92376
chr4_116 	Heterochromatin	2.75727
chr4_117 	Heterochromatin	2.72276
chr4_118 	Heterochromatin	2.80414
chr4_119 	Heterochromatin	2.63362
chr4_120 	Heterochromatin	2.50208
chr4_121 	Heterochromatin	2.14519
chr4_122 	Heterochromatin	1.64109
chr4_123 	Heterochromatin	2.19843
chr4_124 	Heterochromatin	2.35831
chr4_125 	Heterochromatin	1.8667
chr4_126 	Heterochromatin	2.30592
chr4_127 	Heterochromatin	2.54053
chr4_128 	Heterochromatin	2.44636
chr4_129 	Heterochromatin	2.09696
chr4_130 	Heterochromatin	2.03333
chr4_131 	Heterochromatin	2.11285
chr4_132 	Heterochromatin	2.55234
chr4_133 	Heterochromatin	2.31563
chr4_134 	Heterochromatin	2.41103
chr4_135 	Heterochromatin	1.74225
chr4_136 	Heterochromatin	1.68551
chr4_137 	Heterochromatin	2.02995
chr4_138 	Heterochromatin	2.14465
chr4_139 	Heterochromatin	1.7051
chr4_140 	not-assigned	1.01226
chr4_141 	Heterochromatin	2.31315
chr4_142 	Heterochromatin	2.35952
chr4_143 	Heterochromatin	1.88762
chr4_144 	Heterochromatin	2.12354
chr4_145 	Heterochromatin	2.36363
chr4_146 	Heterochromatin	2.60032
chr4_147 	Heterochromatin	2.52588
chr4_148 	Heterochromatin	2.45479
chr4_149 	Heterochromatin	2.3186
chr4_150 	Heterochromatin	2.4279
chr4_151 	Heterochromatin	2.52164
chr4_152 	Heterochromatin	2.57393
chr4_153 	Heterochromatin	2.40776
chr4_154 	Heterochromatin	1.892
chr4_155 	Heterochromatin	2.11229
chr4_156 	Heterochromatin	2.26209
chr4_157 	Heterochromatin	2.41184
chr4_158 	Heterochromatin	2.40622
chr4_159 	Heterochromatin	1.91271
chr4_160 	Heterochromatin	1.36669
chr4_161 	Heterochromatin	1.41258
chr4_162 	not-assigned	1.03461
chr4_163 	Heterochromatin	1.67633
chr4_164 	Heterochromatin	2.05577
chr4_165 	Heterochromatin	1.8885
chr4_166 	Heterochromatin	1.87987
chr4_167 	Heterochromatin	1.74199
chr4_168 	Heterochromatin	1.5166
chr4_169 	Heterochromatin	1.38831
chr4_170 	Heterochromatin	1.49777
chr4_171 	Heterochromatin	1.28807
chr4_172 	Active  	0.999736
chr4_173 	not-assigned	1.10899
chr4_174 	Active  	0.98519
chr4_175 	Heterochromatin	0.745475
chr4_176 	Active  	1.0534
chr4_177 	Active  	0.995261
chr4_178 	Heterochromatin	0.848189
chr4_179 	Active  	1.09301
chr4_180 	Active  	1.08652
chr4_181 	Active  	1.06879
chr4_182 	Heterochromatin	0.72185
chr4_183 	Heterochromatin	0.747085
chr4_184 	Heterochromatin	0.775392
chr4_185 	Heterochromatin	0.633805
chr4_186 	Heterochromatin	0.683564
chr4_187 	Active  	1.10434
chr4_188 	Heterochromatin	0.533054
chr4_189 	Heterochromatin	0.580846
chr4_190 	Active  	1.16479
chr4_191 	Active  	1.16306
chr4_192 	Active  	1.17768
chr4_193 	Active  	1.14515
chr4_194 	Active  	1.14796
chr4_195 	Active  	1.08703
chr4_196 	not-assigned	1.09565
chr4_197 	not-assigned	1.03778
chr4_198 	Heterochromatin	0.473206
chr4_199 	Active  	1.10951
chr4_200 	Active  	1.14036
chr4_201 	Active  	1.13486
chr4_202 	Heterochromatin	0.444931
chr4_203 	Active  	1.13595
chr4_204 	Active  	1.14199
chr4_205 	Active  	1.10787
chr4_206 	Polycomb_like	1.4186
chr4_207 	not-assigned	1.0381
chr4_208 	not-assigned	1.05009
chr4_209 	Active  	1.18544
chr4_210 	Active  	1.20749
chr4_211 	Active  	1.13078
chr4_212 	Active  	1.0935
chr4_213 	Polycomb_like	1.1939
chr4_214 	Active  	1.13153
chr4_215 	Active  	1.11081
chr4_216 	Active  	1.07656
chr4_217 	Active  	1.10122
chr4_218 	Active  	1.11729
chr4_219 	Active  	1.10099
chr4_220 	Active  	1.16543
chr4_221 	Active  	1.14993
chr4_222 	Active  	1.03171
chr4_223 	Active  	1.14629
chr4_224 	Polycomb_like	1.19195
chr4_225 	Active  	1.15162
chr4_226 	Active  	1.15395
chr4_227 	Polycomb_like	1.06753
chr4_228 	Active  	1.17089
chr4_229 	Polycomb_like	1.05645
chr4_230 	Active  	1.11999
chr4_231 	Active  	1.12494
chr4_232 	Active  	1.13401
chr4_233 	Polycomb_like	1.03667
chr4_234 	Active  	1.09492
chr4_235 	Active  	1.12102
chr4_236 	not-assigned	1.0291
chr4_237 	Active  	1.19101
chr4_238 	not-assigned	1.12506
chr4_239 	Active  	1.17831
chr4_240 	not-assigned	1.06157
chr4_241 	Active  	1.15622
chr4_242 	Active  	1.14439
chr4_243 	Active  	1.1975
chr4_244 	Active  	1.16375
chr4_245 	Undetermined	1.05458
chr4_246 	Active  	1.09606
chr4_247 	Polycomb_like	1.34317
chr4_248 	Active  	1.18774
chr4_249 	Active  	1.2094
chr4_250 	Active  	1.19224
chr4_251 	Active  	1.09776
chr4_252 	Polycomb_like	1.2145
chr4_253 	Active  	1.15707
chr4_254 	Active  	1.1122
chr4_255 	Active  	1.11851
chr4_256 	Heterochromatin	0.797542
chr4_257 	Polycomb_like	1.46212
chr4_258 	Active  	1.03801
chr4_259 	Active  	1.09555
chr4_260 	Active  	1.06107
chr4_261 	Polycomb_like	1.09505
chr4_262 	Active  	1.10349
chr4_263 	Polycomb_like	1.27408
chr4_264 	Active  	1.09323
chr4_265 	Active  	1.12555
chr4_266 	Active  	1.15979
chr4_267 	Active  	1.17194
chr4_268 	Active  	1.17223
chr4_269 	Active  	1.14906
chr4_270 	Active  	1.15186
chr4_271 	Active  	1.11497
chr4_272 	Active  	1.15778
chr4_273 	Active  	1.1722
chr4_274 	Active  	1.14993
chr4_275 	Active  	1.14371
chr4_276 	Active  	1.14125
chr4_277 	Active  	1.11134
chr4_278 	Active  	1.14608
chr4_279 	Active  	1.15593
chr4_280 	Active  	1.14814
chr4_281 	Active  	1.14784
chr4_282 	Active  	1.14363
chr4_283 	Active  	1.17288
chr4_284 	Active  	1.19563
chr4_285 	Active  	1.11524
chr4_286 	Active  	0.99534
chr4_287 	Active  	1.06278
chr4_288 	Active  	1.08631
chr4_289 	Undetermined	0.988598
chr4_290 	Polycomb_like	1.42613
chr4_291 	Polycomb_like	1.86722
chr4_292 	Polycomb_like	1.81453
chr4_293 	Polycomb_like	1.65264
chr4_294 	Active  	1.14663
chr4_295 	Active  	1.16736
chr4_296 	Active  	1.05564
chr4_297 	Polycomb_like	1.61718
chr4_298 	Polycomb_like	1.5574
chr4_299 	Active  	1.10973
chr4_300 	Active  	1.08996
chr4_301 	Active  	1.04581
chr4_302 	Polycomb_like	1.4955
chr4_303 	Active  	1.07767
chr4_304 	Active  	1.14652
chr4_305 	Active  	1.14523
chr4_306 	Active  	1.11194
chr4_307 	Undetermined	1.00999
chr4_308 	Active  	1.19144
chr4_309 	Active  	1.1832
chr4_310 	Active  	1.16484
chr4_311 	Active  	1.15194
chr4_312 	Active  	1.16651
chr4_313 	not-assigned	0.941511
chr4_314 	Active  	1.14653
chr4_315 	Active  	1.14512
chr4_316 	Active  	1.13363
chr4_317 	Active  	1.11753
chr4_318 	Active  	1.14697
chr4_319 	Active  	1.17169
chr4_320 	Undetermined	0.828299
chr4_321 	not-assigned	0.921285
chr4_322 	Active  	1.17393
chr4_323 	Active  	1.18138
chr4_324 	Active  	1.17378
chr4_325 	Active  	1.15822
chr4_326 	Active  	1.11107
chr4_327 	Active  	1.14572
chr4_328 	Polycomb_like	0.807978
chr4_329 	Polycomb_like	0.913866
chr4_330 	Active  	1.14026
chr4_331 	Active  	1.16004
chr4_332 	Active  	1.14561
chr4_333 	Active  	1.14996
chr4_334 	Active  	1.1672
chr4_335 	Active  	1.14853
chr4_336 	Active  	1.15151
chr4_337 	Polycomb_like	0.971701
chr4_338 	Active  	1.13752
chr4_339 	Active  	1.11271
chr4_340 	Active  	1.14809
chr4_341 	Active  	1.14179
chr4_342 	Active  	1.14599
chr4_343 	Active  	1.16661
chr4_344 	Active  	1.16034
chr4_345 	Active  	1.13786
chr4_346 	Active  	1.10671
chr4_347 	Active  	1.12841
chr4_348 	Active  	1.15413
chr4_349 	Active  	1.14317
chr4_350 	Active  	1.00192
chr4_351 	Heterochromatin	1.06525
chr4_352 	Active  	1.07129
chr4_353 	Active  	1.14855
chr4_354 	Active  	1.16926
chr4_355 	Active  	1.15132
chr4_356 	not-assigned	1.07848
chr4_357 	not-assigned	1.11885
chr4_358 	Polycomb_like	1.57615
chr4_359 	Active  	1.10647
chr4_360 	Polycomb_like	1.15826
chr4_361 	Active  	1.10471
chr4_362 	Active  	1.10574
chr4_363 	not-assigned	1.13944
chr4_364 	Polycomb_like	1.29143
chr4_365 	Active  	1.11024
chr4_366 	Active  	1.13414
chr4_367 	Active  	1.11381
chr4_368 	Polycomb_like	1.10754
chr4_369 	Polycomb_like	1.10515
chr4_370 	Active  	1.139
chr4_371 	Active  	1.15889
chr4_372 	not-assigned	1.13721
chr4_373 	Active  	1.14872
chr4_374 	Active  	1.09456
chr4_375 	Active  	1.1444
chr4_376 	Active  	1.16431
chr4_377 	Active  	1.12801
chr4_378 	Active  	1.08449
chr4_379 	Active  	1.05979
chr4_380 	Active  	1.13718
chr4_381 	Active  	1.15244
chr4_382 	Active  	1.12304
chr4_383 	Active  	1.11574
chr4_384 	Active  	1.13667
chr4_385 	Active  	1.14915
chr4_386 	Active  	1.12961
chr4_387 	Active  	1.15053
chr4_388 	Active  	1.11128
chr4_389 	Polycomb_like	1.61324
chr4_390 	Active  	0.991142
chr4_391 	not-assigned	1.07652
chr4_392 	Active  	1.129
chr4_393 	Active  	1.06435
chr4_394 	Polycomb_like	1.46866
chr4_395 	Active  	1.03515
chr4_396 	Active  	1.07761
chr4_397 	Polycomb_like	1.113
chr4_398 	Active  	1.12872
chr4_399 	Active  	1.1321
chr4_400 	Active  	1.13262
chr4_401 	Active  	1.1171
chr4_402 	Active  	1.14271
chr4_403 	Active  	1.07975
chr4_404 	Active  	1.0872
chr4_405 	Active  	1.10693
chr4_406 	Polycomb_like	1.3148
chr4_407 	Polycomb_like	1.28234
chr4_408 	Active  	1.08302
chr4_409 	Active  	1.04646
chr4_410 	Active  	1.09939
chr4_411 	Polycomb_like	1.10543
chr4_412 	Active  	1.15282
chr4_413 	Active  	1.17425
chr4_414 	Active  	1.14123
chr4_415 	Active  	1.14362
chr4_416 	Undetermined	1.17008
chr4_417 	Active  	1.1402
chr4_418 	Active  	1.1591
chr4_419 	Active  	1.16486
chr4_420 	Active  	1.16254
chr4_421 	Active  	1.13043
chr4_422 	Active  	1.13196
chr4_423 	Active  	1.13739
chr4_424 	Active  	1.14883
chr4_425 	Active  	1.14578
chr4_426 	Active  	1.14963
chr4_427 	Active  	1.14504
chr4_428 	Active  	1.14683
chr4_429 	Active  	1.14545
chr4_430 	Active  	1.12789
chr4_431 	Active  	1.12381
chr4_432 	Active  	1.13081
chr4_433 	Active  	1.13515
chr4_434 	Active  	1.12664
chr4_435 	Active  	1.1446
chr4_436 	Active  	1.1537
chr4_437 	Active  	1.11675
chr4_438 	Active  	1.1125
chr4_439 	Active  	1.14205
chr4_440 	Active  	1.15487
chr4_441 	Active  	1.11002
chr4_442 	Active  	1.09862
chr4_443 	Active  	1.05429
chr4_444 	Polycomb_like	0.951332
chr4_445 	not-assigned	1.10556
chr4_446 	Active  	1.14461
chr4_447 	Active  	1.13702
chr4_448 	Active  	1.15166
chr4_449 	Active  	1.14297
chr4_450 	Active  	1.1326
chr4_451 	Active  	1.14256
chr4_452 	Active  	1.09836
chr4_453 	Active  	1.08659
chr4_454 	Active  	1.0786
chr4_455 	Active  	1.14308
chr4_456 	Active  	1.13373
chr4_457 	Active  	1.14231
chr4_458 	Active  	1.13073
chr4_459 	Active  	1.10598
chr4_460 	Active  	1.15619
chr4_461 	Active  	1.15904
chr4_462 	Active  	1.1375
chr4_463 	Active  	1.11867
chr4_464 	Active  	1.11247
chr4_465 	Active  	1.10342
chr4_466 	Active  	1.1394
chr4_467 	Active  	1.12532
chr4_468 	Active  	1.10075
chr4_469 	not-assigned	1.04899
chr4_470 	Active  	1.11695
chr4_471 	Active  	1.1291
chr4_472 	Active  	1.06932
chr4_473 	Active  	1.09306
chr4_474 	Polycomb_like	1.09865
chr4_475 	Active  	1.07772
chr4_476 	Active  	1.09092
chr4_477 	Active  	1.08805
chr4_478 	Active  	1.08859
chr4_479 	Active  	1.09854
chr4_480 	Active  	1.07747
chr4_481 	Active  	1.09096
chr4_482 	Active  	1.09998
chr4_483 	Active  	1.08573
chr4_484 	Active  	1.0864
chr4_485 	Active  	1.13343
chr4_486 	Active  	1.13207
chr4_487 	Active  	1.0852
chr4_488 	Active  	1.09693
chr4_489 	Active  	1.07972
chr4_490 	Active  	1.09634
chr4_491 	Active  	1.09798
chr4_492 	Active  	1.09118
chr4_493 	Active  	1.122
chr4_494 	Active  	1.11546
chr4_495 	Active  	1.11148
chr4_496 	Active  	1.11906
chr4_497 	Active  	1.11396
chr4_498 	Active  	1.12655
chr4_499 	Active  	1.11451
chr4_500 	Active  	1.10143
chr4_501 	Active  	1.11585
chr4_502 	Active  	1.1165
chr4_503 	Active  	1.11034
chr4_504 	Active  	1.11018
chr4_505 	Active  	1.10846
chr4_506 	Active  	1.09042
chr4_507 	Active  	1.08252
chr4_508 	Active  	1.13747
chr4_509 	Active  	1.14555
chr4_510 	Active  	1.09814
chr4_511 	Active  	1.09465
chr4_512 	Active  	1.12236
chr4_513 	Active  	1.12023
chr4_514 	not-assigned	1.0621
chr4_515 	not-assigned	1.16487
chr4_516 	Active  	1.15243
chr4_517 	Active  	1.12944
chr4_518 	Active  	1.09056
chr4_519 	Active  	1.13864
chr4_520 	Active  	1.11422
chr4_521 	Active  	1.14633
chr4_522 	Active  	1.11222
chr4_523 	Active  	1.11983
chr4_524 	Active  	1.12878
chr4_525 	Active  	1.10555
chr4_526 	Active  	1.11592
chr4_527 	Active  	1.09182
chr4_528 	Active  	1.10927
chr4_529 	Active  	1.13627
chr4_530 	Active  	1.12994
chr4_531 	Active  	1.15914
chr4_532 	Active  	1.12687
chr4_533 	Active  	1.11607
chr4_534 	Active  	1.11635
chr4_535 	Active  	1.11293
chr4_536 	Active  	1.12871
chr4_537 	Active  	1.13917
chr4_538 	Active  	1.14026
chr4_539 	Active  	1.08697
chr4_540 	Polycomb_like	1.30407
chr4_541 	Active  	1.05287
chr4_542 	Active  	1.13065
chr4_543 	Active  	1.12886
chr4_544 	Active  	1.141
chr4_545 	Active  	1.15313
chr4_546 	Active  	1.1505
chr4_547 	Active  	1.14377
chr4_548 	Active  	1.11882
chr4_549 	Active  	1.13908
chr4_550 	Active  	1.1238
chr4_551 	Active  	1.14163
chr4_552 	Active  	1.15553
chr4_553 	Active  	1.12717
chr4_554 	Active  	1.13938
chr4_555 	Active  	1.14916
chr4_556 	Active  	1.12505
chr4_557 	not-assigned	1.05846
chr4_558 	Active  	1.12302
chr4_559 	Active  	1.12133
chr4_560 	Active  	1.10621
chr4_561 	Active  	1.13686
chr4_562 	not-assigned	1.01534
chr4_563 	Active  	1.11911
chr4_564 	Active  	1.13008
chr4_565 	Active  	1.15776
chr4_566 	Active  	1.13375
chr4_567 	Active  	1.1354
chr4_568 	Active  	1.0942
chr4_569 	Active  	1.10061
chr4_570 	Active  	1.12281
chr4_571 	Active  	1.12617
chr4_572 	Active  	1.12152
chr4_573 	Active  	1.14352
chr4_574 	Active  	1.13239
chr4_575 	Polycomb_like	0.874703
chr4_576 	Active  	1.16471
chr4_577 	Active  	1.1425
chr4_578 	Active  	1.14737
chr4_579 	not-assigned	1.02247
chr4_580 	Active  	1.16493
chr4_581 	Active  	1.14314
chr4_582 	Active  	1.14975
chr4_583 	Active  	1.17189
chr4_584 	Active  	1.1465
chr4_585 	Active  	1.16987
chr4_586 	Active  	1.15633
chr4_587 	Active  	1.13508
chr4_588 	Active  	1.1683
chr4_589 	Active  	1.13151
chr4_590 	Active  	1.11903
chr4_591 	not-assigned	1.04791
chr4_592 	Active  	1.13178
chr4_593 	Active  	1.13047
chr4_594 	Active  	1.12688
chr4_595 	Active  	1.14219
chr4_596 	Active  	1.16544
chr4_597 	Active  	1.17382
chr4_598 	Active  	1.17532
chr4_599 	Active  	1.18339
chr4_600 	Active  	1.18418
chr4_601 	Active  	1.19054
chr4_602 	Active  	1.19303
chr4_603 	Active  	1.16306
chr4_604 	Active  	1.18542
chr4_605 	Active  	1.17034
chr4_606 	Active  	1.16827
chr4_607 	Active  	1.18444
chr4_608 	Active  	1.16505
chr4_609 	Active  	1.18757
chr4_610 	Active  	1.18987
chr4_611 	Undetermined	1.40359
chr4_612 	Active  	1.17106
chr4_613 	Active  	1.17481
chr4_614 	Telomere	0.751827
chr4_615 	Telomere	0.842454
chr4_616 	Telomere	0.924466
chr4_617 	Telomere	1.03952
chr4_618 	Telomere	1.41541
chr4_619 	Telomere	2.00291
